Year,Country,State,Bacteria,Antibiotic,Resistance%,Resistant_Count,Number_of_Isolates,Specimen_Type,Age_Group,Percent_Male,Lab_Method,MDR_Flag
2015,Uk,Wales,E.coli,Meropenem,19.1,19,101,Sputum,0-10,50,Broth Microdilution,0
2018,Usa,Texas,E.coli,Meropenem,20.4,52,254,Urine,60+,45,Broth Microdilution,0
2019,Usa,Florida,Staphylococcus aureus,Amikacin,18.9,15,79,Urine,21-40,55,E-test,0
2019,India,Kerala,E.coli,Meropenem,35.9,109,305,Urine,Nov-20,55,MIC (Automated),0
2019,Uk,Wales,Staphylococcus aureus,Meropenem,16.5,49,297,Wound,Nov-20,50,Disk Diffusion,0
2022,India,Delhi,E.coli,Meropenem,39.2,61,156,Urine,60+,45,E-test,0
2021,India,Delhi,Klebsiella pneumoniae,Meropenem,46.1,116,251,Sputum,Nov-20,45,Disk Diffusion,0
2019,Usa,New York,Klebsiella pneumoniae,Meropenem,50.1,142,284,CSF,0-10,55,E-test,1
2019,Usa,Texas,Staphylococcus aureus,Amikacin,29.1,58,201,Sputum,21-40,55,E-test,0
2023,Usa,Texas,E.coli,Meropenem,32.0,50,156,Wound,0-10,50,E-test,0
2021,Uk,Northern Ireland,Klebsiella pneumoniae,Amikacin,41.6,44,106,Sputum,21-40,45,E-test,0
2020,India,Delhi,Pseudomonas aeruginosa,Oxacillin,44.1,53,121,Sputum,0-10,50,Disk Diffusion,0
2019,Uk,England,Pseudomonas aeruginosa,Amikacin,24.2,41,171,CSF,21-40,45,Broth Microdilution,0
2015,Uk,England,Klebsiella pneumoniae,Meropenem,23.8,33,138,Blood,60+,45,E-test,0
2017,Usa,California,E.coli,Amikacin,17.4,64,365,Sputum,60+,50,E-test,0
2017,India,Maharashtra,E.coli,Amikacin,32.3,103,319,Blood,21-40,55,MIC (Automated),0
2024,Usa,Florida,E.coli,Meropenem,30.5,96,314,CSF,0-10,55,E-test,0
2023,India,Tamil Nadu,E.coli,Oxacillin,43.3,74,172,Blood,60+,55,E-test,0
2018,Usa,California,Klebsiella pneumoniae,Oxacillin,32.4,93,286,Sputum,21-40,45,MIC (Automated),0
2015,India,Tamil Nadu,Staphylococcus aureus,Amikacin,27.4,48,175,CSF,Nov-20,50,Disk Diffusion,0
2022,Uk,Northern Ireland,Staphylococcus aureus,Amikacin,22.1,45,202,Sputum,21-40,45,Broth Microdilution,0
2020,Usa,Florida,Staphylococcus aureus,Ciprofloxacin,27.1,50,183,Wound,60+,55,Disk Diffusion,0
2020,Usa,Texas,Klebsiella pneumoniae,Oxacillin,27.5,60,219,Blood,41-60,50,Broth Microdilution,0
2019,Uk,England,Pseudomonas aeruginosa,Ciprofloxacin,42.1,95,226,Blood,21-40,50,MIC (Automated),0
2018,Usa,New York,Pseudomonas aeruginosa,Amikacin,33.2,42,128,CSF,41-60,55,Disk Diffusion,0
2020,Usa,Florida,E.coli,Oxacillin,32.6,67,207,CSF,60+,55,E-test,0
2022,Uk,England,E.coli,Meropenem,32.9,45,137,Sputum,21-40,45,Broth Microdilution,0
2023,Uk,Northern Ireland,Staphylococcus aureus,Oxacillin,26.3,61,233,Blood,60+,55,E-test,0
2024,India,Kerala,E.coli,Amikacin,26.3,66,251,Wound,Nov-20,55,MIC (Automated),0
2023,India,Delhi,E.coli,Amikacin,29.4,55,187,Blood,41-60,55,E-test,0
2023,Usa,Florida,Klebsiella pneumoniae,Meropenem,40.8,59,144,CSF,41-60,50,Disk Diffusion,0
2023,India,Tamil Nadu,E.coli,Meropenem,41.4,115,278,Urine,41-60,50,Broth Microdilution,0
2022,Usa,Florida,Staphylococcus aureus,Amikacin,30.2,53,176,Sputum,41-60,45,Broth Microdilution,0
2024,Usa,Florida,Pseudomonas aeruginosa,Meropenem,17.2,23,131,CSF,Nov-20,45,E-test,0
2024,Uk,Wales,Pseudomonas aeruginosa,Meropenem,35.2,55,157,Wound,60+,55,E-test,0
2020,Usa,Texas,Pseudomonas aeruginosa,Meropenem,38.0,103,271,CSF,Nov-20,45,MIC (Automated),0
2024,India,Maharashtra,E.coli,Ciprofloxacin,40.6,12,30,Wound,41-60,55,E-test,0
2016,Uk,Wales,Staphylococcus aureus,Oxacillin,13.7,22,162,CSF,60+,45,MIC (Automated),0
2022,Usa,Florida,Klebsiella pneumoniae,Oxacillin,30.7,67,218,Wound,Nov-20,45,Broth Microdilution,0
2018,Usa,Florida,Pseudomonas aeruginosa,Amikacin,26.7,52,194,Wound,0-10,50,Broth Microdilution,0
2017,Usa,Texas,Staphylococcus aureus,Oxacillin,23.9,7,30,Wound,60+,55,E-test,0
2016,India,Kerala,E.coli,Amikacin,17.6,27,155,Sputum,0-10,45,MIC (Automated),0
2018,Usa,Texas,Pseudomonas aeruginosa,Oxacillin,40.1,51,128,Urine,41-60,55,Broth Microdilution,0
2022,Usa,New York,Pseudomonas aeruginosa,Amikacin,29.2,54,185,Wound,21-40,55,Broth Microdilution,0
2017,Usa,New York,Klebsiella pneumoniae,Oxacillin,39.8,51,129,Blood,41-60,55,E-test,0
2022,India,Kerala,Staphylococcus aureus,Meropenem,31.0,105,338,Wound,0-10,50,E-test,0
2015,Usa,California,Staphylococcus aureus,Oxacillin,14.3,11,77,Blood,0-10,50,Broth Microdilution,0
2022,Usa,California,E.coli,Amikacin,31.3,107,343,Blood,41-60,50,E-test,0
2019,India,Maharashtra,Klebsiella pneumoniae,Oxacillin,44.6,89,199,Sputum,41-60,50,E-test,0
2017,Usa,California,Staphylococcus aureus,Amikacin,31.0,55,179,CSF,0-10,50,Broth Microdilution,0
2023,Uk,Northern Ireland,Pseudomonas aeruginosa,Meropenem,22.9,60,261,Sputum,Nov-20,50,Disk Diffusion,0
2015,Uk,Northern Ireland,E.coli,Ciprofloxacin,16.6,27,163,Urine,21-40,50,E-test,0
2021,Usa,Florida,E.coli,Oxacillin,42.6,127,297,Sputum,21-40,50,MIC (Automated),0
2016,Uk,Northern Ireland,Klebsiella pneumoniae,Oxacillin,42.3,45,106,Blood,21-40,50,Broth Microdilution,0
2023,Uk,England,Staphylococcus aureus,Ciprofloxacin,30.2,57,190,Urine,Nov-20,45,E-test,0
2021,Uk,Scotland,Pseudomonas aeruginosa,Ciprofloxacin,41.0,21,51,CSF,21-40,45,E-test,0
2019,Usa,Texas,Pseudomonas aeruginosa,Amikacin,20.8,36,171,Urine,41-60,50,Broth Microdilution,0
2024,Usa,Florida,Staphylococcus aureus,Ciprofloxacin,47.6,184,387,Blood,21-40,45,Broth Microdilution,0
2020,Usa,New York,Staphylococcus aureus,Meropenem,26.2,31,119,Blood,Nov-20,55,Broth Microdilution,0
2023,India,Tamil Nadu,Staphylococcus aureus,Meropenem,31.6,117,369,Sputum,Nov-20,50,E-test,0
2018,Uk,Scotland,Klebsiella pneumoniae,Ciprofloxacin,50.4,129,256,Blood,21-40,50,Disk Diffusion,1
2023,India,Kerala,Staphylococcus aureus,Ciprofloxacin,36.9,67,182,Blood,21-40,50,Broth Microdilution,0
2022,Usa,Florida,Klebsiella pneumoniae,Ciprofloxacin,29.5,55,185,CSF,41-60,50,MIC (Automated),0
2019,Usa,Florida,Klebsiella pneumoniae,Amikacin,17.9,24,133,CSF,41-60,45,MIC (Automated),0
2015,Usa,Texas,Staphylococcus aureus,Amikacin,16.8,53,314,Wound,60+,55,MIC (Automated),0
2022,Usa,Texas,Pseudomonas aeruginosa,Meropenem,30.2,40,134,CSF,21-40,45,MIC (Automated),0
2023,Usa,New York,Staphylococcus aureus,Ciprofloxacin,33.7,90,268,Urine,0-10,55,Broth Microdilution,0
2019,Uk,England,E.coli,Meropenem,25.6,10,41,Wound,21-40,50,E-test,0
2020,Uk,England,E.coli,Oxacillin,29.8,42,140,Wound,41-60,55,MIC (Automated),0
2019,Uk,Northern Ireland,Staphylococcus aureus,Ciprofloxacin,36.3,69,189,Sputum,41-60,50,MIC (Automated),0
2019,Usa,Texas,Staphylococcus aureus,Ciprofloxacin,22.2,69,310,Urine,60+,50,Disk Diffusion,0
2015,Uk,Wales,E.coli,Amikacin,16.4,19,115,Urine,41-60,55,Disk Diffusion,0
2015,Usa,Texas,Klebsiella pneumoniae,Amikacin,20.6,20,99,CSF,60+,55,E-test,0
2019,Usa,California,Staphylococcus aureus,Amikacin,26.2,45,171,Sputum,0-10,55,MIC (Automated),0
2022,Usa,California,Klebsiella pneumoniae,Oxacillin,46.3,121,262,Sputum,21-40,45,MIC (Automated),0
2019,India,Delhi,Pseudomonas aeruginosa,Amikacin,30.6,86,280,Blood,21-40,45,MIC (Automated),0
2019,India,Maharashtra,Staphylococcus aureus,Meropenem,30.7,61,200,Blood,Nov-20,45,E-test,0
2020,India,Tamil Nadu,Klebsiella pneumoniae,Oxacillin,39.3,34,87,Blood,41-60,45,Disk Diffusion,0
2021,Uk,Wales,E.coli,Ciprofloxacin,45.9,65,142,Wound,Nov-20,55,MIC (Automated),0
2019,India,Delhi,Pseudomonas aeruginosa,Ciprofloxacin,29.7,63,212,Urine,21-40,55,E-test,0
2020,India,Delhi,Klebsiella pneumoniae,Oxacillin,37.1,66,179,Sputum,60+,45,Disk Diffusion,0
2021,India,Maharashtra,E.coli,Amikacin,18.9,41,216,Urine,Nov-20,55,Disk Diffusion,0
2017,Usa,New York,Staphylococcus aureus,Ciprofloxacin,30.0,67,224,Blood,60+,45,Broth Microdilution,0
2023,Uk,Wales,Klebsiella pneumoniae,Meropenem,40.3,98,244,Blood,41-60,45,Broth Microdilution,0
2020,Uk,England,Klebsiella pneumoniae,Meropenem,40.4,97,240,Sputum,41-60,50,Disk Diffusion,0
2019,Uk,England,Klebsiella pneumoniae,Ciprofloxacin,35.4,88,250,Sputum,0-10,55,MIC (Automated),0
2020,India,Kerala,Staphylococcus aureus,Oxacillin,35.2,43,121,CSF,0-10,45,Disk Diffusion,0
2016,India,Tamil Nadu,Klebsiella pneumoniae,Meropenem,32.7,21,63,Blood,0-10,45,MIC (Automated),0
2021,Uk,England,E.coli,Amikacin,16.5,41,247,Sputum,60+,50,MIC (Automated),0
2017,Usa,Texas,Klebsiella pneumoniae,Oxacillin,33.5,65,193,CSF,Nov-20,50,MIC (Automated),0
2017,Uk,England,Pseudomonas aeruginosa,Oxacillin,18.8,25,135,Sputum,21-40,55,Disk Diffusion,0
2017,Uk,Northern Ireland,Klebsiella pneumoniae,Ciprofloxacin,39.8,73,183,Blood,41-60,45,Disk Diffusion,0
2023,India,Maharashtra,Staphylococcus aureus,Oxacillin,30.3,73,240,Sputum,60+,55,Disk Diffusion,0
2021,India,Tamil Nadu,E.coli,Oxacillin,41.7,35,83,Wound,41-60,45,Broth Microdilution,0
2023,Uk,Scotland,E.coli,Amikacin,29.9,88,295,Urine,41-60,55,E-test,0
2017,Usa,California,E.coli,Meropenem,12.2,24,193,Urine,Nov-20,55,Disk Diffusion,0
2020,Uk,Wales,Pseudomonas aeruginosa,Amikacin,41.0,12,30,Sputum,0-10,55,MIC (Automated),0
2022,Uk,Scotland,Staphylococcus aureus,Meropenem,32.5,63,195,Sputum,0-10,45,Disk Diffusion,0
2022,Usa,New York,E.coli,Amikacin,34.3,77,224,Urine,60+,55,MIC (Automated),0
2017,Uk,Scotland,Klebsiella pneumoniae,Oxacillin,24.5,37,149,Urine,41-60,55,Broth Microdilution,0
2023,Usa,California,Staphylococcus aureus,Amikacin,27.2,33,123,Wound,0-10,45,E-test,0
2016,India,Maharashtra,E.coli,Oxacillin,30.6,81,264,Wound,Nov-20,50,Disk Diffusion,0
2024,Usa,Texas,Staphylococcus aureus,Oxacillin,31.4,54,171,Urine,21-40,45,MIC (Automated),0
2021,India,Delhi,Pseudomonas aeruginosa,Amikacin,40.4,73,180,Blood,41-60,50,Disk Diffusion,0
2020,Usa,California,E.coli,Oxacillin,32.9,61,184,Urine,41-60,45,E-test,0
2015,Usa,California,Pseudomonas aeruginosa,Ciprofloxacin,35.2,78,223,Urine,21-40,45,MIC (Automated),0
2021,Uk,Wales,Pseudomonas aeruginosa,Amikacin,35.1,66,189,CSF,0-10,55,Disk Diffusion,0
2016,Uk,Scotland,Staphylococcus aureus,Meropenem,22.9,20,89,Blood,Nov-20,45,Broth Microdilution,0
2023,Usa,California,Staphylococcus aureus,Ciprofloxacin,34.0,45,133,Blood,Nov-20,55,Broth Microdilution,0
2017,India,Delhi,Staphylococcus aureus,Amikacin,13.3,32,240,Wound,0-10,55,Disk Diffusion,0
2023,Usa,New York,Pseudomonas aeruginosa,Amikacin,25.8,10,39,CSF,41-60,45,E-test,0
2020,Usa,Texas,E.coli,Meropenem,25.8,59,230,Sputum,60+,50,Disk Diffusion,0
2020,Uk,Wales,Klebsiella pneumoniae,Amikacin,21.6,44,204,Sputum,21-40,55,Broth Microdilution,0
2021,India,Kerala,Pseudomonas aeruginosa,Amikacin,29.8,81,273,Wound,Nov-20,50,Broth Microdilution,0
2019,India,Tamil Nadu,Staphylococcus aureus,Oxacillin,32.1,82,255,CSF,0-10,55,Disk Diffusion,0
2022,India,Delhi,Staphylococcus aureus,Amikacin,22.6,23,102,Wound,0-10,50,E-test,0
2017,Uk,Northern Ireland,Klebsiella pneumoniae,Oxacillin,29.2,58,199,Wound,21-40,45,Broth Microdilution,0
2024,Usa,New York,E.coli,Ciprofloxacin,36.0,121,336,Blood,41-60,50,MIC (Automated),0
2019,India,Kerala,Pseudomonas aeruginosa,Ciprofloxacin,41.8,42,100,Sputum,Nov-20,45,MIC (Automated),0
2024,Uk,Northern Ireland,Klebsiella pneumoniae,Oxacillin,21.4,8,39,Wound,Nov-20,50,Broth Microdilution,0
2024,India,Tamil Nadu,Staphylococcus aureus,Ciprofloxacin,35.7,67,187,Urine,41-60,50,Disk Diffusion,0
2023,Usa,Texas,Klebsiella pneumoniae,Ciprofloxacin,31.0,67,215,Blood,0-10,50,Disk Diffusion,0
2017,Uk,Wales,Klebsiella pneumoniae,Amikacin,26.3,39,148,Sputum,41-60,45,E-test,0
2023,Uk,Northern Ireland,Klebsiella pneumoniae,Oxacillin,40.3,89,221,Blood,21-40,45,Disk Diffusion,0
2018,Usa,California,Staphylococcus aureus,Oxacillin,34.2,62,182,CSF,0-10,50,Broth Microdilution,0
2023,India,Kerala,E.coli,Amikacin,35.6,56,158,Urine,Nov-20,45,E-test,0
2021,Usa,Florida,Pseudomonas aeruginosa,Oxacillin,27.5,72,261,Sputum,21-40,45,Broth Microdilution,0
2020,Uk,England,Klebsiella pneumoniae,Ciprofloxacin,28.5,9,30,Sputum,60+,50,Disk Diffusion,0
2016,India,Tamil Nadu,E.coli,Amikacin,24.1,37,152,Blood,41-60,55,Disk Diffusion,0
2021,India,Delhi,Klebsiella pneumoniae,Oxacillin,41.0,71,174,Wound,60+,50,MIC (Automated),0
2019,India,Maharashtra,Pseudomonas aeruginosa,Ciprofloxacin,31.3,45,144,Sputum,41-60,55,Broth Microdilution,0
2021,Usa,New York,Staphylococcus aureus,Meropenem,25.3,75,297,Wound,21-40,55,Broth Microdilution,0
2016,Usa,Florida,Klebsiella pneumoniae,Oxacillin,31.7,80,252,Urine,60+,55,Disk Diffusion,0
2022,Uk,Wales,Klebsiella pneumoniae,Oxacillin,34.1,80,236,Sputum,41-60,45,E-test,0
2015,Usa,California,Klebsiella pneumoniae,Amikacin,25.0,75,299,Wound,41-60,50,MIC (Automated),0
2024,Uk,Scotland,Pseudomonas aeruginosa,Ciprofloxacin,47.9,177,369,Wound,41-60,55,Broth Microdilution,0
2024,Uk,Northern Ireland,E.coli,Oxacillin,32.9,117,356,Urine,60+,50,MIC (Automated),0
2024,Usa,California,Klebsiella pneumoniae,Ciprofloxacin,52.0,144,276,CSF,Nov-20,45,Broth Microdilution,1
2016,Usa,Texas,Klebsiella pneumoniae,Amikacin,19.5,44,227,Wound,0-10,50,E-test,0
2024,India,Tamil Nadu,Pseudomonas aeruginosa,Oxacillin,51.4,32,63,Wound,41-60,50,MIC (Automated),1
2020,Usa,Texas,Staphylococcus aureus,Amikacin,33.4,49,148,Wound,Nov-20,55,Broth Microdilution,0
2021,Uk,Scotland,Klebsiella pneumoniae,Oxacillin,37.3,45,120,Urine,41-60,45,Disk Diffusion,0
2022,India,Maharashtra,Staphylococcus aureus,Amikacin,21.5,26,119,Sputum,60+,45,Disk Diffusion,0
2020,India,Delhi,E.coli,Amikacin,35.2,83,236,Wound,21-40,45,Broth Microdilution,0
2018,Uk,Northern Ireland,Klebsiella pneumoniae,Ciprofloxacin,21.5,13,62,Sputum,Nov-20,55,Disk Diffusion,0
2024,Usa,New York,Klebsiella pneumoniae,Oxacillin,44.2,128,290,Urine,Nov-20,55,Disk Diffusion,0
2020,India,Kerala,E.coli,Oxacillin,31.9,75,236,Sputum,60+,55,Disk Diffusion,0
2023,Uk,England,Klebsiella pneumoniae,Meropenem,30.3,74,245,CSF,60+,50,E-test,0
2020,Usa,New York,Klebsiella pneumoniae,Amikacin,27.9,36,128,Wound,0-10,50,Broth Microdilution,0
2023,Usa,California,Pseudomonas aeruginosa,Ciprofloxacin,47.1,27,58,Wound,Nov-20,50,Broth Microdilution,0
2024,Uk,Wales,Klebsiella pneumoniae,Oxacillin,36.8,58,157,Blood,Nov-20,55,Disk Diffusion,0
2016,Usa,California,Pseudomonas aeruginosa,Ciprofloxacin,39.6,73,185,CSF,Nov-20,55,Broth Microdilution,0
2021,Usa,Florida,Pseudomonas aeruginosa,Ciprofloxacin,32.0,35,109,Urine,60+,45,MIC (Automated),0
2018,Usa,Florida,Staphylococcus aureus,Ciprofloxacin,23.9,34,142,Urine,Nov-20,55,E-test,0
2019,Uk,Northern Ireland,Klebsiella pneumoniae,Oxacillin,31.7,45,141,Blood,Nov-20,45,MIC (Automated),0
2018,Uk,Northern Ireland,Pseudomonas aeruginosa,Meropenem,16.0,22,140,Wound,60+,50,E-test,0
2016,India,Kerala,Klebsiella pneumoniae,Ciprofloxacin,38.3,78,204,Wound,0-10,45,Broth Microdilution,0
2017,India,Tamil Nadu,E.coli,Meropenem,37.1,88,238,CSF,Nov-20,50,MIC (Automated),0
2021,India,Delhi,E.coli,Oxacillin,42.6,69,161,Urine,21-40,50,Broth Microdilution,0
2022,Usa,Florida,Pseudomonas aeruginosa,Oxacillin,38.2,109,286,CSF,60+,55,E-test,0
2017,Uk,England,E.coli,Oxacillin,30.7,46,149,Sputum,21-40,50,MIC (Automated),0
2024,Uk,Wales,E.coli,Amikacin,28.1,36,127,Sputum,60+,45,E-test,0
2015,India,Delhi,E.coli,Meropenem,22.8,43,188,Sputum,41-60,45,E-test,0
2016,India,Delhi,Staphylococcus aureus,Oxacillin,37.2,125,337,Sputum,Nov-20,45,E-test,0
2018,India,Delhi,Pseudomonas aeruginosa,Oxacillin,32.3,90,278,Sputum,41-60,55,Broth Microdilution,0
2022,India,Maharashtra,Klebsiella pneumoniae,Amikacin,25.0,91,365,Wound,41-60,50,E-test,0
2016,Usa,Texas,Staphylococcus aureus,Oxacillin,25.2,15,60,Wound,0-10,50,E-test,0
2022,Usa,Florida,Staphylococcus aureus,Meropenem,21.9,7,30,Urine,21-40,55,E-test,0
2020,Uk,Scotland,Staphylococcus aureus,Amikacin,23.9,34,144,Wound,Nov-20,45,Broth Microdilution,0
2016,Usa,New York,Klebsiella pneumoniae,Amikacin,30.2,69,230,Urine,60+,55,E-test,0
2024,Uk,Northern Ireland,Staphylococcus aureus,Meropenem,35.3,53,151,Sputum,0-10,50,Broth Microdilution,0
2018,India,Tamil Nadu,Staphylococcus aureus,Amikacin,16.8,43,255,Sputum,Nov-20,50,E-test,0
2023,Usa,New York,Klebsiella pneumoniae,Ciprofloxacin,36.6,58,159,Wound,0-10,55,MIC (Automated),0
2015,Usa,New York,Staphylococcus aureus,Oxacillin,33.7,112,331,Blood,Nov-20,45,E-test,0
2017,Usa,New York,Pseudomonas aeruginosa,Amikacin,26.0,61,235,Sputum,41-60,55,Broth Microdilution,0
2021,Uk,Scotland,Staphylococcus aureus,Ciprofloxacin,28.8,35,122,Sputum,60+,50,Broth Microdilution,0
2023,Uk,England,E.coli,Meropenem,28.3,74,262,Blood,0-10,55,Disk Diffusion,0
2021,Usa,California,Klebsiella pneumoniae,Amikacin,31.0,34,110,Sputum,0-10,55,Disk Diffusion,0
2018,Uk,Northern Ireland,Pseudomonas aeruginosa,Oxacillin,19.8,42,212,Blood,Nov-20,50,E-test,0
2021,Usa,New York,E.coli,Oxacillin,50.2,107,214,Wound,21-40,50,Disk Diffusion,1
2018,India,Tamil Nadu,Pseudomonas aeruginosa,Oxacillin,47.2,107,227,Urine,0-10,45,E-test,0
2024,Usa,New York,Pseudomonas aeruginosa,Amikacin,30.1,55,184,CSF,60+,50,E-test,0
2019,Uk,Wales,Klebsiella pneumoniae,Amikacin,33.0,54,165,Blood,60+,50,MIC (Automated),0
2022,Uk,Northern Ireland,Pseudomonas aeruginosa,Oxacillin,29.9,54,179,Sputum,41-60,55,Disk Diffusion,0
2024,Usa,California,Pseudomonas aeruginosa,Meropenem,31.7,63,200,Sputum,41-60,50,Disk Diffusion,0
2015,India,Kerala,Staphylococcus aureus,Meropenem,22.3,68,303,Blood,0-10,55,MIC (Automated),0
2018,Usa,California,Klebsiella pneumoniae,Meropenem,16.9,28,165,Sputum,Nov-20,50,Disk Diffusion,0
2017,Usa,Florida,Staphylococcus aureus,Amikacin,24.1,38,157,Blood,Nov-20,55,Disk Diffusion,0
2020,Uk,England,E.coli,Amikacin,31.0,84,271,Wound,Nov-20,55,MIC (Automated),0
2018,Uk,Wales,E.coli,Ciprofloxacin,22.6,23,101,Urine,41-60,45,Broth Microdilution,0
2015,Usa,Florida,Pseudomonas aeruginosa,Meropenem,23.6,26,112,Urine,21-40,50,MIC (Automated),0
2022,India,Kerala,E.coli,Ciprofloxacin,32.3,122,378,CSF,0-10,55,E-test,0
2024,India,Kerala,Klebsiella pneumoniae,Oxacillin,52.3,130,249,Urine,41-60,50,Broth Microdilution,1
2016,Usa,Florida,E.coli,Meropenem,28.3,29,103,Urine,41-60,55,Broth Microdilution,0
2024,Usa,New York,Pseudomonas aeruginosa,Oxacillin,34.4,79,230,Sputum,0-10,55,Disk Diffusion,0
2016,Usa,Texas,E.coli,Ciprofloxacin,37.4,54,144,Blood,0-10,55,Broth Microdilution,0
2017,India,Kerala,E.coli,Oxacillin,24.4,35,145,CSF,60+,45,Broth Microdilution,0
2018,India,Kerala,Pseudomonas aeruginosa,Oxacillin,36.4,52,143,Blood,41-60,50,Broth Microdilution,0
2016,Uk,England,Pseudomonas aeruginosa,Meropenem,37.0,28,76,Urine,0-10,45,Broth Microdilution,0
2022,Uk,Wales,Staphylococcus aureus,Oxacillin,36.3,55,152,CSF,Nov-20,50,E-test,0
2015,Usa,Florida,E.coli,Oxacillin,28.6,31,107,CSF,60+,50,Broth Microdilution,0
2015,Usa,California,Pseudomonas aeruginosa,Oxacillin,18.0,34,189,CSF,Nov-20,50,MIC (Automated),0
2021,India,Tamil Nadu,Staphylococcus aureus,Oxacillin,30.4,67,222,Sputum,60+,45,MIC (Automated),0
2015,Usa,California,Staphylococcus aureus,Meropenem,20.3,31,155,Wound,21-40,50,Broth Microdilution,0
2021,Uk,Wales,E.coli,Meropenem,31.4,40,127,Wound,Nov-20,50,MIC (Automated),0
2016,Usa,New York,Pseudomonas aeruginosa,Ciprofloxacin,39.0,110,281,Blood,60+,50,E-test,0
2015,Usa,Texas,E.coli,Oxacillin,18.2,14,78,CSF,41-60,50,E-test,0
2024,India,Tamil Nadu,Staphylococcus aureus,Oxacillin,36.7,89,242,Sputum,Nov-20,45,MIC (Automated),0
2021,Usa,California,E.coli,Amikacin,24.1,56,231,Blood,21-40,55,E-test,0
2024,Uk,Northern Ireland,Klebsiella pneumoniae,Meropenem,43.3,56,130,Sputum,0-10,50,Disk Diffusion,0
2020,India,Kerala,Pseudomonas aeruginosa,Oxacillin,42.0,63,150,Blood,0-10,55,E-test,0
2024,India,Delhi,Klebsiella pneumoniae,Ciprofloxacin,51.1,134,262,Blood,21-40,50,Broth Microdilution,1
2023,India,Maharashtra,Staphylococcus aureus,Meropenem,28.6,81,283,Urine,21-40,50,MIC (Automated),0
2020,Usa,California,E.coli,Amikacin,34.6,44,126,CSF,21-40,50,Broth Microdilution,0
2020,Usa,Texas,Pseudomonas aeruginosa,Amikacin,24.5,73,297,CSF,60+,50,Disk Diffusion,0
2017,Usa,Texas,E.coli,Meropenem,38.3,65,170,CSF,0-10,50,MIC (Automated),0
2021,Usa,Texas,Klebsiella pneumoniae,Meropenem,28.9,64,223,Sputum,21-40,55,MIC (Automated),0
2021,India,Tamil Nadu,Klebsiella pneumoniae,Ciprofloxacin,43.2,20,46,CSF,21-40,45,Broth Microdilution,0
2018,Uk,England,Staphylococcus aureus,Amikacin,26.1,65,249,CSF,21-40,50,Broth Microdilution,0
2019,Uk,Wales,Klebsiella pneumoniae,Ciprofloxacin,40.9,55,134,CSF,Nov-20,55,Disk Diffusion,0
2016,Usa,New York,E.coli,Oxacillin,27.2,48,178,Sputum,41-60,45,E-test,0
2021,Usa,Texas,Klebsiella pneumoniae,Oxacillin,42.3,95,224,Urine,21-40,45,MIC (Automated),0
2018,Usa,California,Pseudomonas aeruginosa,Amikacin,37.4,120,321,Wound,Nov-20,55,E-test,0
2024,Usa,Florida,Staphylococcus aureus,Amikacin,32.8,61,185,Sputum,Nov-20,50,E-test,0
2024,Uk,Northern Ireland,Pseudomonas aeruginosa,Oxacillin,34.8,47,135,Sputum,41-60,55,Broth Microdilution,0
2019,India,Tamil Nadu,E.coli,Ciprofloxacin,45.3,144,317,Blood,0-10,45,MIC (Automated),0
2018,Usa,New York,Klebsiella pneumoniae,Ciprofloxacin,39.9,111,278,Wound,0-10,50,Disk Diffusion,0
2022,Uk,Wales,Klebsiella pneumoniae,Amikacin,30.8,73,237,Wound,21-40,45,Disk Diffusion,0
2018,India,Maharashtra,Staphylococcus aureus,Meropenem,21.8,39,178,CSF,41-60,55,E-test,0
2015,Uk,Scotland,Klebsiella pneumoniae,Oxacillin,26.9,22,81,Urine,21-40,45,Broth Microdilution,0
2023,Uk,Wales,Pseudomonas aeruginosa,Oxacillin,22.9,13,58,Sputum,Nov-20,45,MIC (Automated),0
2018,India,Delhi,Pseudomonas aeruginosa,Ciprofloxacin,40.6,111,273,Urine,21-40,55,MIC (Automated),0
2017,Usa,New York,Klebsiella pneumoniae,Ciprofloxacin,30.4,100,328,Sputum,60+,45,MIC (Automated),0
2022,Usa,New York,Staphylococcus aureus,Oxacillin,32.5,50,153,Blood,41-60,55,Disk Diffusion,0
2022,Usa,Texas,E.coli,Oxacillin,34.4,48,139,Sputum,60+,55,Broth Microdilution,0
2015,Uk,Wales,Pseudomonas aeruginosa,Ciprofloxacin,29.4,101,343,CSF,Nov-20,45,E-test,0
2019,India,Maharashtra,Pseudomonas aeruginosa,Meropenem,29.4,90,307,Blood,21-40,55,Broth Microdilution,0
2020,Uk,England,Staphylococcus aureus,Ciprofloxacin,34.4,10,30,Wound,Nov-20,55,MIC (Automated),0
2023,Uk,Scotland,Klebsiella pneumoniae,Amikacin,32.4,73,225,Wound,Nov-20,55,MIC (Automated),0
2018,India,Maharashtra,Pseudomonas aeruginosa,Oxacillin,26.5,66,250,Sputum,41-60,55,Broth Microdilution,0
2024,India,Tamil Nadu,Pseudomonas aeruginosa,Meropenem,49.9,64,128,Sputum,21-40,55,MIC (Automated),0
2023,Usa,Florida,E.coli,Meropenem,42.3,114,270,Wound,Nov-20,50,Disk Diffusion,0
2018,Usa,Florida,Staphylococcus aureus,Amikacin,22.1,50,228,Wound,0-10,55,E-test,0
2019,India,Kerala,Staphylococcus aureus,Amikacin,27.5,29,104,Wound,60+,45,Disk Diffusion,0
